	TCGA-BH-A0B5	TCGA-BH-A0C3
TIMM8B	2.054161512	13.13101983
DAXX	32.30865265	36.83214424
NT5M	1.492379555	0.900337463
NT5C	2.887502756	14.00003118
TBATA	1.51124322	3.083133554
NT5E	16.5026306	11.91235519
ZNF32-AS3	10.5968636	19.43737828
ZNF32-AS2	1.660555761	1.707687498
ZNF32-AS1	6.426634366	8.272139379
LBX2	0.181486561	0.066489686
LBX1	7.547991248	4.554255
SCEL-AS1	0	0.009848412
DSCR9	0.430403903	1.70298085
DSCR8	0.35900049	1.052191616
GNAS	0.136958161	0.29468559
DSCR4	0	0
PTCD2	0	0
PTCD3	0.02458804	0.070063084
DSCR3	0	0
PTCD1	77.87971206	87.48480894
GNAL	0	0
AGFG2	1.228187645	1.537561862
AGFG1	5.204270882	7.420656251
ASNA1	4.772518011	5.52136636
CRYGS	0.60390005	1.042313159
FST	2.367073665	3.526046316
CRYGN	2.40336345	5.088489954
PWP2	10.93033822	7.818250669
CRYGA	23.20116728	25.787983
CRYGB	0.434605893	2.317577178
CRYGC	6.948043979	5.062793553
CRYGD	0.137678539	0.280222853
RRNAD1	0.020257959	0.423313823
PP14571	0	0
NMNAT2	0	0
NMNAT3	0	0
NMNAT1	0	0
UBE2I	4.631412194	11.79213843
NCCRP1	0	0.352898888
PLEKHM2	5.777768421	0.809947687
PLEKHM3	2.749521402	4.857404533
LINC00207	4.018515987	3.838445228
FAM72D	6.369719847	10.8945515
SLC43A3	0.007876957	3.309066386
SLC43A2	14.85866624	16.10059084
SLC43A1	1.137760145	1.769490557
ID2-AS1	0	0.020817431
UBE2N	0.013000101	0.007937894
MIR6715A	4.8083653	10.55611957
LINC00307	2.650145275	3.509058047
TREML2	0.03294871	0.045266769
TREML1	0.27984611	0.157020019
GPAA1	0.011536928	0.014088954
TREML4	0	0
SNORA46	0	0
SNORA47	0.037748325	0.15558224
SNORA44	0.021012301	0.282263586
UBE2B	21.13014489	33.7981945
SNORA40	0	0.007015904
SNORA41	0	0
GPRIN2	0.112903053	0.68938883
GPRIN3	0	0
GPRIN1	21.26179586	17.65690072
ROGDI	0	0
SNORA48	0	0
SNORA49	0	1.527584762
HIST2H2BC	0	0
FAM236A	0.103599477	0.140071499
FAM236B	0.956073964	5.269528741
HIST2H2BF	0	0
HIST2H2BE	0.114563392	0.279810761
FAM13A-AS1	0.02686314	0.295248596
RBMY1B	0	0
GPHA2	0	0
NFIA-AS1	0.014625114	0.178602613
RBMY1F	4.122659967	7.4929855
RBMY1E	0.362741737	1.354259264
MCCD1	0	0
FLJ20021	0.016825725	0.020547658
OR51T1	0.055512902	0.022597544
SLC44A1	0	0
SLC44A2	0	0
SLC44A3	0	0
SLC44A4	6.094192373	5.033760164
SLC44A5	0	0
MSI2	5.419680454	14.07338703
MSI1	34.84132795	59.27739464
LOC105378991	0.586513453	7.759408892
MTCYBP33	0.092494041	7.27424923
ENGASE	0.032155592	0.105723069
HAO2-IT1	0.969844529	4.292819978
ANKFN1	0.015126817	1.699510794
MRO	0	0.046635127
COQ9	0	0
ISY1-RAB43	2.72843862	4.759094666
COQ5	0	0
C1R	0.009002237	0.324310493
COQ7	1.254909768	0.26861833
COQ6	0	0
COQ3	0.003200621	0.027360296
COQ2	15.08658652	9.917034566
HBM	40.74530244	41.99923997
LOC102724933	4.889743523	6.811897885
HBD	1.59394929	2.034759076
HBB	7.982663988	6.068323902
MUC22	3.600280548	2.352669856
MUC20	0.017009412	0
MUC21	0.049111493	0.0149938
HBZ	0.073355091	0.03583264
TPX2	171.0828864	12.20060355
WWC3	0	0
OR52J3	0.27501685	1.535962857
WWC1	0.00410773	0
GPR101	0	0.025201499
CSNK1G3	0.933540692	1.382831764
GPR107	5.219092003	9.532288087
MFAP3L	0	0
SYPL1	0.646357651	12.68790175
BRICD5	0	0.024920932
LINC02056	5.593443039	7.538549587
LINC02052	9.461915756	20.14723204
MGMT	0.764682133	6.427996793
SETSIP	42.40338017	55.16778599
BPIFA4P	0.216916955	0.922582959
LOC105376599	0	0
RNF8	0	0
RNF6	9.500806172	6.461842878
RNF7	0.034280795	0.020931938
RNF4	0	0
RNF5	0	0
RNF2	1.725124303	2.540809376
APP	9.33623465	8.803290979
LRRC69	14.01117198	14.27488338
ARHGAP27P1	5.730753961	11.71987563
LRRC63	18.00104037	27.36159689
LRRC61	3.530791417	5.675905976
LRRC66	60.64256062	323.9342062
C7orf34	0.071377192	0.311307783
C7orf33	0.584657941	2.881000853
C7orf31	0.046561438	0.078183956
RASSF1-AS1	1.253285807	4.396763162
EPM2A	0.290351223	0.217322214
LOC100505915	0.033760826	0.164915551
FAM118B	0	0
RECQL	0.771518906	2.494304732
MISP	0.236667665	0.361274653
LINC01506	4.507428056	2.063344909
LINC01505	0.053974439	0.065913851
LINC01504	4.359008969	2.676463406
LINC01503	7.340790332	7.282486095
LINC01502	0.047261743	0.5964015
LINC01500	0	0.072346508
MIR517A	0.026572975	0.010817016
MIR517B	0.405679317	0.185781595
MIR517C	0.478952599	2.912559686
LINC01508	0	0.020787107
ACTR8	0	0.016793585
ACTR6	0	0
ACTR5	0	0
XPNPEP3	0	0
ACTR3	0	0.166800153
ACTR2	5.119456475	8.343673354
GPANK1	5.336556882	7.884308449
GNRHR	1.955929845	5.237097464
ARRDC1-AS1	2.847930566	2.778350757
SPINK14	10.34354632	10.83136331
SPINK13	50.5017147	44.64175671
HYDIN	4.778410494	3.775224548
C1GALT1C1L	0.02879967	0.114303472
RAPGEFL1	2.375930518	3.236286334
GTDC1	0	0
ICOS	0	0.064828387
ABI3BP	0.003328055	0.072343418
GGCT	2.065299745	2.118609576
IDUA	0.608383566	5.703808353
OR5V1	3.170692736	1.520880745
LOC105371022	0.017671782	0.381261997
MIR422A	9.426715843	6.322734242
SPERT	14.66354025	22.25590611
GNRH2	1.63986039	4.219266459
MIR5689HG	0	0
GNRH1	0	0.341899985
A1BG-AS1	0	0
MIR671	0.007332057	0.017907889
MIR670	0.037862992	0.13871542
MIR675	0	0.022124572
MIR676	0.389073403	3.736315309
LOC403312	0.122725982	1.573672548
CEBPA-AS1	6.895490178	10.89591752
LOC100506321	0	0
LINC00364	29.44048014	2.034050895
LINC00365	0	0
LINC00367	0.004551744	0
LOC101927159	6.734117477	1.3937071
WNT8B	0.07920432	0.138178153
LOC101927151	0	0
GDE1	0.005197005	0.012693217
NPIPA8	0	0.011716214
UBA6-AS1	0	0.026761085
NPIPA5	0.014754376	0.288289875
MINCR	0.554610717	1.258359227
NPIPA7	25.73131136	16.48931909
NPIPA1	0	0.023695058
NPIPA2	0.793703398	2.508509742
NPIPA3	0.748279838	2.578677062
LOC105372824	2.350954954	5.444061887
HIPK3	0	0.013581108
HIPK2	0.362981776	0.868404513
HIPK1	0	0
HIPK4	0.20650732	0.486983262
LEMD3	31.93948883	10.24353557
LEMD2	27.29056044	18.29072099
LEMD1	13.96914681	9.537037844
NAPG	7.523358184	13.45431448
NAPB	0.031771251	0.13967715
NAPA	4.627685428	7.697059757
C3orf14	3.872202136	5.597699181
OSR2	0	0.320147282
LARP1	4.409767676	5.521478789
LARP4	1.753340835	3.017294484
LARP6	11.17780828	15.69029615
LARP7	0.471287416	4.252112958
GPATCH3	7.519112112	1.616981501
COL15A1	26.52118236	29.45486029
LOC105373191	4.198624028	5.971779753
LMLN	7.863248369	3.737594654
ATMIN	14.21068666	7.777683772
LOC105369423	5.33592513	5.44731816
LGR5	59.362331	35.82923586
LGR4	0.117419175	0.055151106
LGR6	0.849656522	2.070831409
CDKN1C	13.59012351	17.45014651
CDKN1B	0	0
CDKN1A	0.091982339	0.123199863
FERD3L	12.16713816	15.57583811
LOC101928271	0.15978381	19.9529555
TMEM125	23.96138083	12.78776293
FOXJ1	24.50996346	34.48709929
FOXJ2	27.33505064	9.139261629
FOXJ3	0	0
TMEM121	0	0
TMEM123	0.007325163	8.560867445
USP27X-AS1	0.017698547	0.007204518
TMEM129	6.602461495	11.11527803
TMEM128	12.78004246	15.70366348
LOC105371849	0.122746491	0.68953366
LOC107987205	15.98966707	74.54033418
SLC35B1	0.47995477	1.058520891
SLC35B3	13.21772636	10.67995888
SLC35B4	9.023664367	16.35435098
IGFBP6	0.200608858	0.272205032
PELP1	0.034018824	0.034619963
SH3BP5-AS1	4.240645528	6.00484576
LOC101928894	10.8998731	11.51243861
LOC101928896	4.407459473	3.027104512
NOB1	66.46432345	20.90157941
S100A9	6.381966508	12.37616991
S100A8	1.698567643	5.064608931
EIF1	0	0
ERICH6B	0.086921179	0.106148573
BRWD3	12.94831245	37.88365678
S100A7	18.30790507	25.62232469
BRWD1	6.226053433	3.763816314
S100A1	214.9807501	143.252297
S100A3	0.047695779	0.116492643
S100A2	0.595289217	2.693536765
LONRF3	0	0.354983801
LONRF2	2.998210895	5.708908522
LONRF1	57.18036588	11.24045075
TCFL5	1.158349854	0.777024227
EIF5	0.139201466	1.821359131
LINC01148	0.470387477	1.082959737
FAM60A	0.823034326	1.570458729
EVPLL	5.604638613	5.385163577
LRRIQ1	5.187494395	4.817696332
LRRIQ3	30.41198046	36.45692399
LRRIQ4	0	0
ADAT1	0.902635158	14.09490725
ADAT3	0.137306032	0.026475601
ADAT2	0.037096717	0.322152495
RBAKDN	0.398454066	0.067341144
TUSC5	0.008527981	0.020828825
BRI3BP	4.324091282	7.261357446
TUSC1	0.090544513	0.484821863
TUSC2	0.592823639	2.431760249
TUSC3	0	0
RPGR	248.5707015	9.783416727
TUSC8	2.163193959	3.085326112
GNG10	5.550406508	7.009995897
GNG11	9.325060117	10.67607141
GNG12	3.626472159	11.00200815
GNG13	1.241127468	1.643530767
URB2	0	6.318605211
URB1	7.001352285	4.032577883
NT5C1B	56.54414013	17.67561369
RIMBP3B	49.17262545	36.10482827
RIMBP3C	0	0
SEC24D	1.879748343	2.644330587
SEC24A	2.686267136	7.990366021
SEC24C	0	0
SEC24B	0.002552108	0.003116647
C16orf96	3.092564848	6.103259388
C16orf95	5.921977564	5.482752162
C16orf92	7.030784905	17.19371311
C16orf90	9.490476153	15.83710676
C16orf91	0.012226488	0.233919746
PMEL	0.263214855	0.207380182
ZNF699	0	0
ZNF691	0.016179254	0.019758185
ZNF692	4.761154847	5.562330843
ZNF695	0.554761288	2.126963386
ITGB2-AS1	3.596705305	6.943594729
ZNF697	1.383974758	9.486930781
ZNF696	0.029037367	0.121579116
TRIM39-RPP21	0.140596254	2.013535678
COPZ1	2.021370029	1.974050762
COPZ2	1.017478259	1.493904908
RUVBL1	0.018308603	0
RUVBL2	27.92210289	45.68267513
SNORD58A	33.93898703	6.979698778
SNORD58B	3.000291648	5.17005445
MIR6875	7.786051311	15.43288677
SHB	0	0
SHD	0	0
SHE	16.73778815	23.07902003
SHF	1.450011107	3.404783182
SHH	0.005542733	0.006768812
PHEX	3.737798613	2.292452667
DYNC2H1	0.327912544	1.901158032
MIR8069-1	0.006185241	0
MIR8069-2	0.04148975	0.456007386
NUDCD2	2.215362771	4.347840796
NUDCD3	0	0
NUDCD1	0	0
PGAM1P8	2.632873156	2.615235918
OR1D5	10.56117461	13.46179447
OR1D4	2.846560905	4.393514308
GMNC	0.079425427	0.234403917
OR1D2	0	0
GMNN	0	0
MPLKIP	0	0.045016873
TIMMDC1	0	0
ZNF343	2.668087004	7.546301837
ZNF341	1.859189941	2.049610172
ZNF347	18.59401616	17.17320606
ZNF346	2.442966248	4.192279937
ZNF345	0.588163457	1.621333379
SERPINA13P	1.528883656	2.869385651
RBM5-AS1	1.383170818	4.080722872
NUDT12	0.710302701	2.650465795
NUDT13	0	0
NUDT10	0.101172865	0.247105607
DLL3	2.494202616	6.335009237
DLL4	1.05065673	2.44537512
NUDT17	0.18205205	1.269093011
NUTM1	0	0.123552803
NUDT15	3.251835958	2.165722335
FRMD6-AS1	1.278795711	2.870719934
NUDT18	0	0.009069176
FRMD6-AS2	11.23616778	11.59947639
STX8	0.034949801	0.64874922
IFI6	4.250066966	3.239813431
STX3	0	0.041498652
STX2	8.311863587	6.676363234
STX5	22.3172136	18.60919472
STX4	2.297344922	9.494320615
STX7	6.947040377	2.872212739
RESP18	15.96029969	25.10536033
LOC285626	6.758734439	6.084202982
RPS3A	8.536206617	5.206423301
LGI4	0	0
LGI1	0	0.047806864
LGI2	118.5950835	406.5190175
LGI3	4.861208845	1.595390568
DRG2	0.014138495	0.009866286
DRG1	0.865320752	0.473606266
LRSAM1	0.01725811	0.008430275
LMO7DN	2.754097136	4.197727751
OC90	30.35013591	24.31294635
PHYKPL	3.401679743	6.128785154
GNPTG	0.133510037	0.260868987
DRGX	0	0
TCP11	6.534885668	6.875312057
TCP10	12.35966398	12.26419704
LOC102724301	0.005391218	0
TBC1D22B	0.108395127	0.069063999
TBC1D22A	0	0
LINC00163	0	0.509330486
LINC00160	2.776788945	5.677361949
LINC00161	5.502319123	6.941412682
NKTR	0.014459973	0.026487886
FOXL2	0	1.921932497
KCNIP2-AS1	0	0.021870266
TMEM140	3.199431565	11.60418237
KIF2A	0	0.013045685
KIF2C	1.5030717	0.470082078
KIF2B	38.08596312	11.95262533
ENSA	5.838653428	7.010625198
BRCA1	0.132473741	0.777576145
BRCA2	0	0
MIRLET7DHG	26.82998301	28.95809597
KIF25	0.60361189	1.182440474
KIF24	0.030468093	0.455795382
KIF27	0.059062249	0.043276266
MAATS1	1.024967578	0.061224235
KIF23	0.10510538	0.981000527
KIF22	0.37587491	2.624559609
JKAMP	0.203911874	1.735094477
MIR3155A	0.075740828	0.739960587
FAM208A	2.738894	9.53121626
FAM208B	7.500188726	10.58083486
LINC00836	0	0
LINC00837	5.631798265	10.96035611
LINC00838	2.64557812	7.46849641
LINC00839	0	0
SMURF1	0	0
EMSY	0	0
SMURF2	0.073336258	2.597199409
MIR6782	8.420883903	8.431238577
MIR6783	1.317007451	3.11171033
MIR6781	5.347235201	7.984233839
MIR6786	0	0
SECISBP2L	0	0
MIR6784	0	0.594597866
MIR6785	0	0
TFRC	10.49036657	11.07637602
TFR2	0.232546586	0
DNAJC25-GNG10	6.377250001	12.82945294
LOC101928443	10.52734003	5.020345012
YTHDF3-AS1	0.021532942	0.093914767
CAAP1	0	0
YY2	0	0.095374094
LYZ	0.542500741	0.238501651
SNORD89	4.40951226	5.580618593
SNORD87	0.295582746	0.374850461
SNORD86	5.811819048	32.49929018
NPHP3-AS1	0.820032699	1.502141978
SNORD84	0	0
SNORD82	0	0
NOL4L	0.00597531	0.007297078
LOC643542	0	0
SUSD6	0	0
SUSD4	2.091048664	7.388923188
SUSD5	0.010418336	0.006361462
FAM106A	7.202362666	24.88539955
CCDC38	0.043003838	3.902379881
CCDC33	0.706230238	0.512911897
CCDC30	0	0.150148343
CCDC36	0.014709801	0.0790402
CCDC34	0.010101981	0.020560981
LINC02151	0.161528953	0.542464878
LINC02150	1.619233158	0.395483107
LINC02153	1.656980082	5.601612044
LINC02154	0	0
LINC02159	0	0.017950124
LINC02158	0	0
MLNR	0	0.01222038
SARS2	0.013414224	0.008190758
NECAP1	0.086848502	0.042423928
NECAP2	0.037725475	0.092141074
PRAMENP	0.93069016	1.590011007
KYNU	5.681020755	9.831829555
UVRAG	8.974482701	11.74349504
COPG2	0	0.144002642
COPG1	0.05842733	0.75351766
PDZK1	14.94042258	6.266492374
GTPBP4	13.04721753	19.63394046
GTPBP6	39.24908144	42.54767647
GTPBP1	0.094237629	26.96789032
GTPBP3	6.811161504	6.799144775
GTPBP2	10.7182479	10.50857443
GTPBP8	4.588708569	9.229300605
LOC105372257	1.437047594	3.841532551
CTCFL	11.81687691	9.665815832
TMEM92-AS1	1.782735663	2.818282049
TMEM89	0	0
TMEM88	0.008725706	0.006393525
PLK1	0.062322485	0.101478036
PLK3	0.047071363	0.057483782
PLK2	8.760760764	3.914152811
PLK5	0.166935228	0.859418765
PLK4	2.946837827	2.860359267
MIR378D2	2.568449733	41.25471638
MIR378D1	0.026486394	0.177899234
GPR75-ASB3	0.354579065	0.959422528
KIAA0391	0	0.100248323
LINC01716	0	0
LINC01714	0.006658385	0.048787517
CWC15	0.606979231	0.915656869
LINC01711	0	0
GPT	0	0
LINC01718	15.94782229	16.75049885
LINC01719	0.064449312	1.849586744
SMS	8.033404512	1.194373653
TXNRD3NB	0	0
LOC101927692	0.120436047	0.263190593
LOC101927690	15.44356952	25.88923154
LOC101927694	0	0
ANKK1	0.137591693	0.248040826
PCGF1	0	0.008547678
POLG	0	0
PCGF3	0.065968758	1.486723533
PCGF2	3.496601961	5.949145026
PCGF5	11.00864819	9.193073393
CX3CR1	4.692022785	12.00310909
PCGF6	3.678819436	10.58929518
LOC613038	6.541009679	10.45736291
MAGED1	0.464647803	8.094990376
MAGED2	5.12198763	2.694236026
MAGED4	0.005755678	0.021086589
ATP8B3	13.8713111	29.36301378
ATP8B2	34.93980819	128.1613229
ATP8B1	0	0.003956567
ATP8B4	0.122174818	0.195317007
STC1	3.594736579	7.551047387
STC2	2.051807613	12.61133851
LOC105374366	1.727195288	0.569359894
DPPA2	6.680627923	5.278435432
DPPA3	0.999214126	50.39333352
DPPA4	2.584463245	5.004766874
DPPA5	0	0
LY75-CD302	0	0
TLR10	0.003118619	0.003808473
LINC00449	0	0.112089141
ZBTB38	0	0.020205804
LINC00441	0.10720611	0.152740736
NEUROG2	6.654673644	10.5478
NEUROG1	0.122682057	0.382873167
LINC00442	0.013625379	1.455945803
LINC00445	4.140756116	14.93019238
ZBTB34	0	0
ZBTB37	0	2.214798401
SMC1A	2.651017002	3.928702341
SMC1B	1.530525477	1.788925763
MDK	6.232842965	12.4954027
SGTB	0.036634426	0.111845355
NDUFV1	3.079230253	42.62042847
SGTA	1.778164154	1.943097829
TRIM48	23.46094995	23.56634393
TRIM49	11.87914771	18.20617681
TRIM46	0	0
TRIM47	0	0
TRIM44	0.020622927	1.108132092
TRIM45	3.04967603	8.574926326
TRIM42	8.776237389	11.00858596
TRIM43	0.467275959	3.889933293
TRIM40	0	0
TRIM41	0	0.03393662
IVD	0	0.015239993
IVL	2.222152187	2.156398354
NEB	11.45472585	15.63702284
NES	0.007236703	0
AURKAIP1	0.022937415	0.18362953
AFMID	24.64642358	17.63039373
MIR3156-3	24.46783006	12.16413993
MIR3156-2	2.120781207	8.916617804
MIR3156-1	0	0
PFDN1	0	0
PFDN2	0	0
PFDN5	31.73937322	23.81921545
PFDN4	43.54288842	19.30818241
MTHFR	51.73411616	100.2583479
MTHFS	7.257808393	8.622421716
GAGE12H	1.804569706	3.740599226
GAGE12J	2.165830392	1.013692872
DTNB	0	0
DTNA	0	0
MEIKIN	0.743491723	8.011844297
GAGE12B	1.816547027	3.146088188
GAGE12C	0	0
GAGE12D	0	0
GAGE12E	0	0
GAGE12F	0	0
GAGE12G	0	0
PDE4DIP	0	0
LACTBL1	0	0
LATS2	4.908321557	1.846023712
LATS1	0	0
DDOST	8.519342936	4.707321938
LOC101929592	4.090296156	8.702331562
LOC401463	32.46678524	85.31091767
LOC730338	0.099662823	0.040569577
MCOLN1	0.086709545	0.112508257
MCOLN3	0	0
MCOLN2	5.297253695	5.959205308
NEXN-AS1	1.769081564	1.054349591
CCDC144NL	0.158431652	1.050306516
MAJIN	0.135956556	0.107920032
PHYHIPL	0.022672615	0.005537582
PPP4R3A	0.006771239	0.008269071
PPP4R3B	0.034259856	0.353301249
RTN4R	9.163366066	15.68644114
NR5A2	15.54649067	15.69037904
LOC101929796	0.041996284	0.940244604
F2	1.061518714	0.873450814
DLX4	1.192637881	0.854453762
MON2	0	0.014923241
OCSTAMP	0.119719373	0.057436457
TRIOBP	2.863355091	6.121380206
LOC107985210	0	0
HMGN5	4.042202366	3.390927789
HMGN4	0.038854417	0.806636507
HMGN3	3.38568964	3.882605934
HMGN2	27.35780989	43.50552174
HMGN1	67.14725344	71.02336643
MX2	28.65865572	61.73769603
MX1	6.187051884	30.8118703
NACA	1.321970396	1.459811363
CHL1	4.095880594	5.28457825
CRIPT	51.49326833	130.0073263
EFTUD2	8.661884892	4.790069582
CBY1	6.369742475	7.711894855
CBY3	6.097091315	9.91978366
FAM89B	8.261445269	12.32549717
ERLIN1	0.079391701	0.363575765
ERLIN2	9.863452291	11.17093604
CAHM	8.400946176	11.40905188
CRIP1	6.711981504	12.73836714
CRIP3	0.678174364	0.573362228
CRIP2	0.733574523	0.428780433
NUDT16L1	0.063516597	0.248213704
PLP1	9.328401741	17.50480384
PLP2	5.57527067	8.234662906
HIST1H2BN	1.345808847	1.759336628
CLEC5A	33.26870736	92.72565442
CXADRP3	0.051205255	0.236232419
C10orf11	0.003773461	0.225800304
SYNJ2-IT1	0	0.058395289
FAM41C	0.733904264	0.304550127
TNFAIP8	0	0
NEMP2	0	0.028960627
LOC103344931	8.236237085	2.094948503
FABP12	1.283053769	1.511432944
C21orf91-OT1	2.195334176	2.743822865
PGM5P2	0	0
CPSF7	0.015611845	0.057195787
CPSF6	0.149511012	0.663066711
CPSF4	9.447494016	21.21796282
CPSF3	5.441299031	16.05000749
CPSF2	4.996796895	5.824540792
IFT81	9.541011916	9.758409555
MAD1L1	3.567670029	3.865607783
APOBR	1.092089229	2.917221908
TTLL5	2.601080205	1.713231362
TTLL4	0.414990176	0.863045004
TTLL7	1.172420792	3.344406978
TTLL6	0.74203089	6.145132196
TTLL1	2.856619646	0.781442477
TTLL3	0.012227288	0.044796072
TTLL2	2.725940601	6.864562673
TTLL9	1.061256018	4.317589368
TTLL8	0	0.024766849
AKR1C8P	0.007888922	0.179834494
FAM126A	0	0
FAM126B	0.112191692	0.025689197
HEPACAM2	2.190034221	5.343712005
MIR3909	1.96430159	2.364652123
MIR3908	0.012549836	3.425343487
MIR3907	0	0
MRPL23-AS1	0	0
LINC01158	0	0
LINC01159	0.024915706	0.182563098
LINC01151	0.036920904	0.022543995
LINC01152	0	0
LINC01153	0	0
DBF4	0	12.68791068
LOC100505501	0.005440161	0
NOA1	0.588140406	1.905619345
MIR4674	0.08938968	0.371154606
MIR4675	4.617156291	15.77886882
MIR4676	0	0
MIR4677	0	0
MIR4670	0	0
MIR4671	0	0.237839146
MIR4672	0	0
MIR4673	0	1.3032282
CCNE2	0	0
CCNE1	0	0
GCC2	0.148825584	0.419747959
GCC1	0.739315755	0.477543698
TBC1D8B	2.631180058	6.572540305
DEFB106B	4.751980141	6.352551496
CYTL1	0.965693563	1.373525451
OR6A2	0	0
C6orf48	0.528156653	3.718163327
C6orf47	0	0
FOXL2NB	25.43421797	56.6271105
LINC00282	8.504815898	7.849172317
LINC00280	0.003411566	0
SPATA5L1	0.007506924	0.068756197
LOC105378137	0	0
LRRC2-AS1	1.884678792	2.323924485
BOLA2-SMG1P6	0.102729371	0.334542975
MIR204	0	0.016566941
MIR205	0.668174792	0.508661834
MIR206	0	0
LOC102724532	0	51.95953793
DAB2IP	0	0
STAG3L5P	1.156005032	1.118720764
FAM192A	7.11208664	22.58906147
TRDN	0.861268295	2.469998554
GOLGA6L7P	10.75267169	19.49985549
LOC101927798	4.497450978	0.031238574
FAM229A	0.017671782	0.007193623
FAM229B	0	0
TTPA	0.399783955	2.213701441
KLKB1	2.873500346	3.92813376
MIR642A	1.60436703	0.461939573
PRAG1	0.073866813	0.354382745
ZGRF1	0	0.980779986
MCC	5.369341346	12.3342683
MCU	0.181428744	0.974035305
NISCH	3.803086694	5.655374903
UNC5B-AS1	4.021470747	4.327591618
RLN1	7.576865822	23.2599987
RLN2	0.022037654	0.080737475
RLN3	0.127246453	0.103595998
MIR1291	0.048765638	0.56575196
MIR1290	0.022515349	0.027495855
MIR1293	0	0.169885105
MIR1292	0.199751555	0
ZNF354A	0	0
MIR1294	9.767473584	16.69015722
C1RL	3.320200259	5.701037431
ZNF354B	0	0
MIR1299	6.193094976	16.94758083
MIR1298	1.9527712	4.480255282
VIL1	0	0
SRGAP2-AS1	0	0
MDM1	0	0
MDM2	0	0
MDM4	1.156234836	3.131966406
LOC105376421	4.228237614	6.954013107
LOC105371430	2.614226699	6.749722871
LOC102724889	0.041001635	0.100142799
SHANK2	0.035330207	0.043145423
CPB2	1.567147038	1.775125991
CPB1	0.154097738	5.712025944
TPTE2	0.008817556	0.043072171
LOC101928994	0.896097454	1.274480855
MIER3	0.074939586	0.058237832
SYNGR3	0	0
CRP	3.344304793	5.368404681
WDR90	0.031890161	0.122396754
CRX	0.023196955	0.009442745
CRK	0.369769823	3.818431408
CRH	0	0
RTN4IP1	32.97072791	21.02753921
ROMO1	0.141366622	0
CR2	2.770414422	3.238660718
ASPSCR1	23.23776421	20.57206977
CR1	0.003189482	0.401186196
GPD1L	1.111521548	1.226846552
ARNTL2	0.101922948	0.039830018
RPPH1	26.04124664	44.82193128
CD63	1.419057015	0.792910687
CD69	0	0
CD68	237.2952882	136.1744285
ZNF705G	2.349196782	1.941681168
CELA1	0.29182525	0.217303926
SHCBP1	0	0
OR7A10	0	0.019986483
OR7A17	0.048918748	0.39257594
GABPA	0	0
PSCA	0	0
AOX1	6.629440993	7.994269194
TIMM9	0.123725864	0.863397923
MAPKAPK5-AS1	9.425210244	2.582155745
PAEP	13.72133381	23.22578545
NOC4L	3.857734613	8.707613119
LOC101927062	0	0.078516362
PKN1	4.323257654	9.377590793
PKN3	0	0
PKN2	18.58444058	12.14084675
LPP	4.164065302	6.223986198
LOC105373463	11.78768767	12.93580116
CCDC13-AS1	8.436172696	15.22245051
MIR564	0.081573933	0.033206164
MIR567	0.02879967	0.158266345
MIR566	3.732125638	4.943623727
MIR561	0	0
MIR563	0.16575129	0
MIR562	0	0
MIR569	0	0.722549306
MIR568	0	0
KCNE2	0	0
KCNE3	22.65175494	18.38118383
KCNE1	0.252017661	0.162934525
KCNE4	4.512744537	0.993529859
KCNE5	0.204541676	0.26977029
HEXA-AS1	5.12679512	2.376084587
GOLGA2P5	0.560606197	0.193758979
TRG-AS1	0.023289419	0.44083788
LOC101928565	0.109492365	2.036946747
DNASE2	0.094313688	0.575881711
DNASE1	0	0
CSNK1D	16.23932481	19.73597003
ISCU	0.645758668	1.608916942
IL36RN	8.43903208	13.39528023
EHBP1L1	21.93712165	18.70136871
UMODL1	0	0
ADAMTS20	4.726470347	5.144845609
CTB-113P19.1	0.00642235	0.12548809
C9orf69	0	0
LOC388820	0.177779796	0.086842226
LOC101928389	8.850123217	6.874643881
GLIS2	0	0
GLIS3	0	0.012243972
LOC101928386	3.85941995	3.793505116
GLIS1	0.208945864	0.391802851
LOC101928380	0.074477157	0.054571123
BCHE	0.385386392	0.71512188
DCP1B	0	0
DCP1A	2.310299781	0.321028828
FAM21EP	2.528597248	5.490580427
ZNF324B	7.000726355	9.48716948
LOC101929384	0.07946178	0.283652807
G6PD	0.636022393	1.52047589
G6PC	0	0
SIGLEC17P	16.18133005	9.459700968
SMIM3	0	0
NKX2-1-AS1	0.218675386	1.235094515
SMIM1	87.31695518	11.18619108
SMIM7	0	0
SMIM6	0.179650769	1.914679921
SMIM5	9.138733178	8.982576137
SMIM4	0.028693594	0.157683412
SMIM9	0.054807736	0.167328694
PPIAL4E	2.806018417	3.51871614
KRTAP19-7	0.038156624	0.046597057
CRELD1	0	0
PPIAL4G	0	0
PPIAL4F	11.79062897	6.456533315
ERP44	0	0.004934422
SERPINF1	0	0
SERPINF2	14.73322037	15.03276682
OCM2	325.5380183	55.34545613
VPS26A	0.444591834	2.73899937
VPS26B	0	0
KLRD1	24.32150278	21.40218743
SREBF2	9.767028363	13.35098291
SREBF1	0.114589722	0.404506937
OXCT1	12.54572985	44.26067864
OXCT2	22.12525834	28.16394615
CIC	35.86812075	12.02692565
SRC	0.008532651	0.093781044
OR51L1	3.662939403	14.15511179
SRF	2.35347356	7.572021807
ZNF320	0	0
BPY2	12.16563979	16.54572568
ARL4A	1.468077193	4.418353438
MTA1	0	0
MTA2	6.283002571	28.61283077
