,drug_name1,drug_name2,id_1,id_2,similarity
778,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
779,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
780,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
781,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
782,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
783,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
784,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
785,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
786,DOXORUBICIN,DOCETAXEL,DB00997,DB01248,0.714975845
787,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
788,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
789,DOXORUBICIN,DOCETAXEL,DB00997,DB01248,0.714975845
790,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
791,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
792,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
793,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
794,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
795,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
796,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
797,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
798,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
799,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
800,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
801,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
802,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
803,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
804,LAPATINIB,PACLITAXEL,DB01259,DB01229,0.41503268
805,PACLITAXEL,LAPATINIB,DB01229,DB01259,0.41503268
806,PACLITAXEL,LAPATINIB,DB01229,DB01259,0.41503268
807,CISPLATIN,DOXORUBICIN,DB00515,DB00997,0.016574586
808,DOXORUBICIN,CISPLATIN,DB00997,DB00515,0.016574586
809,CISPLATIN,DOXORUBICIN,DB00515,DB00997,0.016574586
810,FLUOROURACIL,BEVACIZUMAB,DB00544,0,
811,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
812,FLUOROURACIL,IRINOTECAN,DB00544,DB00762,0.15
813,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
814,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
815,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
816,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
817,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
818,IRINOTECAN,GEFITINIB,DB00762,DB00317,0.609848485
819,IRINOTECAN,GEFITINIB,DB00762,DB00317,0.609848485
820,IRINOTECAN,GEFITINIB,DB00762,DB00317,0.609848485
821,IRINOTECAN,GEFITINIB,DB00762,DB00317,0.609848485
822,TAMOXIFEN,TRASTUZUMAB,DB00675,0,
823,TAMOXIFEN,TRASTUZUMAB,DB00675,0,
824,TAMOXIFEN,TRASTUZUMAB,DB00675,0,
825,TAMOXIFEN,TRASTUZUMAB,DB00675,0,
826,TAMOXIFEN,TRASTUZUMAB,DB00675,0,
827,TRASTUZUMAB,TAMOXIFEN,0,DB00675,0
828,TRASTUZUMAB,TAMOXIFEN,0,DB00675,0
829,TAMOXIFEN,TRASTUZUMAB,DB00675,0,
830,TAMOXIFEN,TRASTUZUMAB,DB00675,0,
831,TAMOXIFEN,TRASTUZUMAB,DB00675,0,
832,TRASTUZUMAB,CISPLATIN,0,DB00515,0
833,TRASTUZUMAB,CISPLATIN,0,DB00515,0
834,CISPLATIN,TRASTUZUMAB,DB00515,0,
835,CISPLATIN,TRASTUZUMAB,DB00515,0,
836,TRASTUZUMAB,CISPLATIN,0,DB00515,0
837,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
838,FLUOROURACIL,IRINOTECAN,DB00544,DB00762,0.15
839,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
840,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
841,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
842,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
843,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
844,EVEROLIMUS,LETROZOLE,DB01590,DB01006,0.255208333
845,PACLITAXEL,CAPECITABINE,DB01229,DB01101,0.292682927
846,TRASTUZUMAB,PACLITAXEL,0,DB01229,0
847,NERATINIB,PACLITAXEL,DB11828,DB01229,0
848,TRASTUZUMAB,NERATINIB,0,DB11828,
849,NERATINIB,TRASTUZUMAB,DB11828,0,
850,PACLITAXEL,TRASTUZUMAB,DB01229,0,
851,PACLITAXEL,NERATINIB,DB01229,DB11828,0
852,PACLITAXEL,NERATINIB,DB01229,DB11828,0
853,PACLITAXEL,TRASTUZUMAB,DB01229,0,
854,PACLITAXEL,NERATINIB,DB01229,DB11828,0
855,NERATINIB,DOXORUBICIN,DB11828,DB00997,0
856,DOXORUBICIN,TRASTUZUMAB,DB00997,0,
857,PACLITAXEL,TRASTUZUMAB,DB01229,0,
858,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
859,PACLITAXEL,TRASTUZUMAB,DB01229,0,
860,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
861,PACLITAXEL,TRASTUZUMAB,DB01229,0,
862,TRASTUZUMAB,PACLITAXEL,0,DB01229,0
863,PACLITAXEL,TRASTUZUMAB,DB01229,0,
864,PACLITAXEL,TRASTUZUMAB,DB01229,0,
865,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
866,PACLITAXEL,TRASTUZUMAB,DB01229,0,
867,PACLITAXEL,TRASTUZUMAB,DB01229,0,
868,PACLITAXEL,TRASTUZUMAB,DB01229,0,
869,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
870,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
871,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
872,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
873,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
874,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
875,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
876,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
877,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
878,DOXORUBICIN,PACLITAXEL,DB00997,DB01229,0.71291866
879,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
880,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
881,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
882,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
883,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
884,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
885,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
886,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
887,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
888,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
889,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
890,PACLITAXEL,CYCLOPHOSPHAMIDE,DB01229,DB00531,0.141414141
891,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
892,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
893,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
894,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
895,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
896,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
897,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
898,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
899,CYCLOPHOSPHAMIDE,NERATINIB,DB00531,DB11828,0
900,CYCLOPHOSPHAMIDE,NERATINIB,DB00531,DB11828,0
901,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
902,NERATINIB,TRASTUZUMAB,DB11828,0,
903,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
904,PACLITAXEL,CYCLOPHOSPHAMIDE,DB01229,DB00531,0.141414141
905,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
906,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
907,PACLITAXEL,CYCLOPHOSPHAMIDE,DB01229,DB00531,0.141414141
908,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
909,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
910,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
911,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
912,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
913,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
914,FLUOROURACIL,BEVACIZUMAB,DB00544,0,
915,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
916,FLUOROURACIL,IRINOTECAN,DB00544,DB00762,0.15
917,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
918,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
919,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
920,DOCETAXEL,VANDETANIB,DB01248,DB05294,0.379790941
921,VANDETANIB,DOCETAXEL,DB05294,DB01248,0.379790941
922,DOCETAXEL,VANDETANIB,DB01248,DB05294,0.379790941
923,DOCETAXEL,VANDETANIB,DB01248,DB05294,0.379790941
924,DOCETAXEL,VANDETANIB,DB01248,DB05294,0.379790941
925,DOCETAXEL,VANDETANIB,DB01248,DB05294,0.379790941
926,DOCETAXEL,VANDETANIB,DB01248,DB05294,0.379790941
927,VANDETANIB,DOCETAXEL,DB05294,DB01248,0.379790941
928,GEMCITABINE,OXALIPLATIN,DB00441,DB00526,0.303921569
929,OXALIPLATIN,GEMCITABINE,DB00526,DB00441,0.303921569
930,GEMCITABINE,OXALIPLATIN,DB00441,DB00526,0.303921569
931,DOCETAXEL,CISPLATIN,DB01248,DB00515,0.016483516
932,CISPLATIN,DOCETAXEL,DB00515,DB01248,0.016483516
933,DOCETAXEL,CISPLATIN,DB01248,DB00515,0.016483516
934,DOCETAXEL,CISPLATIN,DB01248,DB00515,0.016483516
935,DAUNORUBICIN,METHOTREXATE,DB00694,DB00563,0.352517986
936,DAUNORUBICIN,METHOTREXATE,DB00694,DB00563,0.352517986
937,METHOTREXATE,DAUNORUBICIN,DB00563,DB00694,0.352517986
938,DAUNORUBICIN,METHOTREXATE,DB00694,DB00563,0.352517986
939,DAUNORUBICIN,METHOTREXATE,DB00694,DB00563,0.352517986
940,TRETINOIN,DAUNORUBICIN,DB00755,DB00694,0.285714286
941,ARSENIC TRIOXIDE,DAUNORUBICIN,0,DB00694,0
942,TRETINOIN,METHOTREXATE,DB00755,DB00563,0.230769231
943,ARSENIC TRIOXIDE,METHOTREXATE,0,DB00563,0
944,TRETINOIN,METHOTREXATE,DB00755,DB00563,0.230769231
945,ARSENIC TRIOXIDE,METHOTREXATE,0,DB00563,0
946,OXALIPLATIN,FLUOROURACIL,DB00526,DB00544,0.297297297
947,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
948,FLUOROURACIL,PANITUMUMAB,DB00544,0,
949,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
950,PANITUMUMAB,OXALIPLATIN,0,DB00526,0
951,FLUOROURACIL,PANITUMUMAB,DB00544,0,
952,PANITUMUMAB,FLUOROURACIL,0,DB00544,0
953,LEUCOVORIN,PANITUMUMAB,DB00650,0,
954,FLUOROURACIL,PANITUMUMAB,DB00544,0,
955,OXALIPLATIN,PANITUMUMAB,DB00526,0,
956,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
957,LEUCOVORIN,OXALIPLATIN,DB00650,DB00526,0
958,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
959,FLUOROURACIL,PANITUMUMAB,DB00544,0,
960,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
961,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
962,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
963,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
964,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
965,FLUOROURACIL,PANITUMUMAB,DB00544,0,
966,OXALIPLATIN,PANITUMUMAB,DB00526,0,
967,LEUCOVORIN,PANITUMUMAB,DB00650,0,
968,FLUOROURACIL,PANITUMUMAB,DB00544,0,
969,FLUOROURACIL,PANITUMUMAB,DB00544,0,
970,PANITUMUMAB,OXALIPLATIN,0,DB00526,0
971,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
972,VINCRISTINE,RITUXIMAB,DB00541,0,
973,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
974,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
975,VINCRISTINE,RITUXIMAB,DB00541,0,
976,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
977,RITUXIMAB,PREDNISONE,0,DB00635,0
978,CYCLOPHOSPHAMIDE,VINCRISTINE,DB00531,DB00541,0.115830116
979,CYCLOPHOSPHAMIDE,VINCRISTINE,DB00531,DB00541,0.115830116
980,CYCLOPHOSPHAMIDE,PREDNISONE,DB00531,DB00635,0.127118644
981,VINCRISTINE,CYCLOPHOSPHAMIDE,DB00541,DB00531,0.115830116
982,PREDNISONE,CYCLOPHOSPHAMIDE,DB00635,DB00531,0.127118644
983,CYCLOPHOSPHAMIDE,PREDNISONE,DB00531,DB00635,0.127118644
984,DEXAMETHASONE,BORTEZOMIB,DB01234,DB00188,0.266666667
985,DEXAMETHASONE,BORTEZOMIB,DB01234,DB00188,0.266666667
986,TRASTUZUMAB,DOCETAXEL,0,DB01248,0
987,DOCETAXEL,TRASTUZUMAB,DB01248,0,
988,DOCETAXEL,TRASTUZUMAB,DB01248,0,
989,FLUOROURACIL,TRASTUZUMAB,DB00544,0,
990,FLUOROURACIL,DOCETAXEL,DB00544,DB01248,0.170984456
991,FLUOROURACIL,TRASTUZUMAB,DB00544,0,
992,DOCETAXEL,TRASTUZUMAB,DB01248,0,
993,FLUOROURACIL,TRASTUZUMAB,DB00544,0,
994,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
995,DOCETAXEL,TRASTUZUMAB,DB01248,0,
996,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
997,TRASTUZUMAB,DOCETAXEL,0,DB01248,0
998,DOCETAXEL,TRASTUZUMAB,DB01248,0,
999,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1000,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
1001,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1002,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1003,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1004,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1005,TRASTUZUMAB,FLUOROURACIL,0,DB00544,0
1006,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1007,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
1008,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1009,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1010,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1011,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1012,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1013,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1014,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1015,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1016,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
1017,FLUOROURACIL,DOCETAXEL,DB00544,DB01248,0.170984456
1018,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1019,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1020,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1021,DOCETAXEL,FLUOROURACIL,DB01248,DB00544,0.170984456
1022,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
1023,FLUOROURACIL,TRASTUZUMAB,DB00544,0,
1024,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
1025,FLUOROURACIL,TRASTUZUMAB,DB00544,0,
1026,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
1027,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1028,FLUOROURACIL,CYCLOPHOSPHAMIDE,DB00544,DB00531,0.309859155
1029,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1030,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
1031,FLUOROURACIL,TRASTUZUMAB,DB00544,0,
1032,FLUOROURACIL,DOCETAXEL,DB00544,DB01248,0.170984456
1033,GEMCITABINE,PANITUMUMAB,DB00441,0,
1034,IRINOTECAN,GEMCITABINE,DB00762,DB00441,0.288888889
1035,GEMCITABINE,IRINOTECAN,DB00441,DB00762,0.288888889
1036,IRINOTECAN,PANITUMUMAB,DB00762,0,
1037,GEMCITABINE,PANITUMUMAB,DB00441,0,
1038,GEMCITABINE,PANITUMUMAB,DB00441,0,
1039,IRINOTECAN,PANITUMUMAB,DB00762,0,
1040,FLUOROURACIL,BEVACIZUMAB,DB00544,0,
1041,CISPLATIN,FLUOROURACIL,DB00515,DB00544,0.057692308
1042,FLUOROURACIL,CAPECITABINE,DB00544,DB01101,0.419354839
1043,FLUOROURACIL,CISPLATIN,DB00544,DB00515,0.057692308
1044,FLUOROURACIL,CISPLATIN,DB00544,DB00515,0.057692308
1045,FLUOROURACIL,CISPLATIN,DB00544,DB00515,0.057692308
1046,FLUOROURACIL,CISPLATIN,DB00544,DB00515,0.057692308
1047,CISPLATIN,FLUOROURACIL,DB00515,DB00544,0.057692308
1048,CISPLATIN,FLUOROURACIL,DB00515,DB00544,0.057692308
1049,FLUOROURACIL,CISPLATIN,DB00544,DB00515,0.057692308
1050,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
1051,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
1052,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
1053,DOXORUBICIN,PACLITAXEL,DB00997,DB01229,0.71291866
1054,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
1055,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
1056,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
1057,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
1058,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
1059,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
1060,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
1061,GEFITINIB,DOCETAXEL,DB00317,DB01248,0.381944444
1062,DOCETAXEL,GEFITINIB,DB01248,DB00317,0.381944444
1063,DOCETAXEL,GEFITINIB,DB01248,DB00317,0.381944444
1064,GEFITINIB,DOCETAXEL,DB00317,DB01248,0.381944444
1065,DOCETAXEL,GEFITINIB,DB01248,DB00317,0.381944444
1066,DOCETAXEL,GEFITINIB,DB01248,DB00317,0.381944444
1067,DOCETAXEL,GEFITINIB,DB01248,DB00317,0.381944444
1068,DOCETAXEL,GEFITINIB,DB01248,DB00317,0.381944444
1069,DOCETAXEL,GEFITINIB,DB01248,DB00317,0.381944444
1070,GEFITINIB,DOCETAXEL,DB00317,DB01248,0.381944444
1071,DOCETAXEL,GEFITINIB,DB01248,DB00317,0.381944444
1072,CARBOPLATIN,FLUOROURACIL,DB00958,DB00544,0.180555556
1073,FLUOROURACIL,CETUXIMAB,DB00544,0,
1074,FLUOROURACIL,CARBOPLATIN,DB00544,DB00958,0.180555556
1075,CETUXIMAB,CARBOPLATIN,0,DB00958,0
1076,FLUOROURACIL,CETUXIMAB,DB00544,0,
1077,CETUXIMAB,CARBOPLATIN,0,DB00958,0
1078,CETUXIMAB,FLUOROURACIL,0,DB00544,0
1079,FLUOROURACIL,CETUXIMAB,DB00544,0,
1080,CARBOPLATIN,CETUXIMAB,DB00958,0,
1081,FLUOROURACIL,CETUXIMAB,DB00544,0,
1082,CETUXIMAB,CARBOPLATIN,0,DB00958,0
1083,CETUXIMAB,CARBOPLATIN,0,DB00958,0
1084,CETUXIMAB,FLUOROURACIL,0,DB00544,0
1085,FLUOROURACIL,CARBOPLATIN,DB00544,DB00958,0.180555556
1086,FLUOROURACIL,CARBOPLATIN,DB00544,DB00958,0.180555556
1087,FLUOROURACIL,CETUXIMAB,DB00544,0,
1088,FLUOROURACIL,CARBOPLATIN,DB00544,DB00958,0.180555556
1089,FLUOROURACIL,CETUXIMAB,DB00544,0,
1090,FLUOROURACIL,CETUXIMAB,DB00544,0,
1091,FLUOROURACIL,CETUXIMAB,DB00544,0,
1092,CETUXIMAB,CARBOPLATIN,0,DB00958,0
1093,FLUOROURACIL,CARBOPLATIN,DB00544,DB00958,0.180555556
1094,TRASTUZUMAB,DOCETAXEL,0,DB01248,0
1095,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1096,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1097,DOXORUBICIN,TRASTUZUMAB,DB00997,0,
1098,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1099,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
1100,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1101,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
1102,TRASTUZUMAB,DOCETAXEL,0,DB01248,0
1103,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1104,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1105,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
1106,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1107,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1108,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1109,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
1110,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
1111,DOCETAXEL,TRASTUZUMAB,DB01248,0,
1112,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
1113,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
1114,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1115,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1116,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1117,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1118,DOXORUBICIN,DOCETAXEL,DB00997,DB01248,0.714975845
1119,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1120,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1121,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1122,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1123,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1124,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1125,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1126,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1127,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1128,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1129,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1130,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1131,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1132,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1133,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1134,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1135,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1136,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1137,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1138,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1139,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1140,DOXORUBICIN,DOCETAXEL,DB00997,DB01248,0.714975845
1141,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1142,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1143,DOXORUBICIN,DOCETAXEL,DB00997,DB01248,0.714975845
1144,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
1145,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1146,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1147,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
1148,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
1149,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1150,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1151,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1152,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
1153,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
1154,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
1155,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
