	TCGA-BH-A0B5	TCGA-BH-A0C3
MIR4740	0.268384717	2.79898411
MIR4741	19.41906557	22.00591985
MIR4742	0	0
MIR4743	0	0
MIR4744	0	0
MIR4745	54.59373286	31.20970979
MIR4746	0	0
MIR4747	0	0
MIR4748	0	0
MIR4749	0	0
OR2G6	0	0
LOC101928075	0.045993165	0
SPEN	13.24016467	11.89368229
MANEAL	5.770538205	11.361019
ACP5	17.77948608	24.45977905
STOML2	39.39637989	30.82137154
STOML1	0.877657279	1.234271456
FBLIM1	10.05315884	5.604496809
TIMM8A	2.231707229	2.459358423
TIMM8B	18.27133693	14.53503326
DAXX	22.2012907	24.2772148
NT5M	1.896895554	0.669415374
NT5C	9.438907711	8.942139559
TBATA	0	0.13693341
NT5E	1.913506657	10.64144985
ZNF32-AS3	0.035006702	0
ZNF32-AS2	1.961729176	1.255676849
ZNF32-AS1	0.467508862	0.677173575
LBX2	0.516660241	0.114818101
LBX1	0.005830427	0
SCEL-AS1	0	0
DSCR9	0.035577564	0.010306622
DSCR8	0	0.14641425
GNAS	81.15699973	79.59831703
DSCR4	0	0
PTCD2	1.554748347	1.07061431
PTCD3	6.444560298	5.295323244
DSCR3	6.342634077	8.959096434
PTCD1	1.374795513	1.235313917
GNAL	0.686740717	1.331713221
AGFG2	5.216305376	3.909278464
AGFG1	11.47713944	10.39656988
ASNA1	57.54122849	45.0090877
CRYGS	1.139792837	0.965525899
FST	5.808825171	2.798041374
CRYGN	0.105832118	0.151491408
PWP2	0.02686949	0.529308032
CRYGA	0	0
CRYGB	0	0
CRYGC	0	0
CRYGD	0	0
RRNAD1	14.8487296	9.348200637
PP14571	1.008744908	0.09690455
NMNAT2	0.681993098	0.959819115
NMNAT3	8.069506418	1.459105307
NMNAT1	2.651769086	2.027290226
UBE2I	13.07204658	13.34802237
NCCRP1	0.82062223	0.851864729
PLEKHM2	20.05853465	22.44483764
PLEKHM3	0.83887517	0.997318436
LINC00207	0	0
FAM72D	0.20456357	0.286087237
SLC43A3	6.000421566	5.894783227
SLC43A2	4.910180137	3.907124245
SLC43A1	4.107380381	4.521009158
ID2-AS1	0.098494586	0.199733332
UBE2N	16.40387599	10.99189501
MIR6715A	0	0
LINC00307	0	0
TREML2	0.035844234	0.142407429
TREML1	0.467456321	0.330291449
GPAA1	37.64514497	33.41223045
TREML4	0	0.065020649
SNORA46	0.125246201	0.145132509
SNORA47	1.102711121	0
SNORA44	0	0
UBE2B	16.59483626	17.3008006
SNORA40	0	0
SNORA41	0	0
GPRIN2	2.354093999	0.4679196
GPRIN3	1.160947032	1.720256922
GPRIN1	3.220234202	1.85646227
ROGDI	13.96088767	9.054329808
SNORA48	0	0
SNORA49	0.248650547	0.144065359
HIST2H2BC	1.719975852	1.114767809
FAM236A	0	0
FAM236B	0	0
HIST2H2BF	1.185057926	0.717261573
HIST2H2BE	15.86830579	11.98113818
FAM13A-AS1	0.648586482	0.238937668
RBMY1B	0	0
GPHA2	0	0
NFIA-AS1	0.080324167	0
RBMY1F	0	0
RBMY1E	0	0
MCCD1	0.01770496	0
FLJ20021	1.840643542	5.009827255
OR51T1	0	0
SLC44A1	22.20629968	9.416562545
SLC44A2	69.40286775	30.64393914
SLC44A3	3.005646903	3.585314257
SLC44A4	54.12743784	29.11890593
SLC44A5	4.984695421	0.040436189
MSI2	5.929179315	9.064413413
MSI1	0.536248299	0.114133333
LOC105378991	0.248650547	0.096043572
MTCYBP33	0	0
ENGASE	5.037137241	4.418159917
HAO2-IT1	0	0
ANKFN1	0.122116403	0.022640923
MRO	0.526374081	0.432639354
COQ9	6.737486742	7.820843204
ISY1-RAB43	0.017366719	0
COQ5	16.12414533	10.88752678
C1R	37.11346139	64.62682581
COQ7	9.246179219	7.808622174
COQ6	2.210260141	1.558991449
COQ3	3.560239243	2.78170643
COQ2	3.779058059	5.134834223
HBM	0	0
LOC102724933	0.106592512	0.061758515
HBD	0	0.110694287
HBB	5.463985045	31.25888361
MUC22	0	0
MUC20	0.982898231	1.475576466
MUC21	0	0.005165539
HBZ	0	0
TPX2	33.43656669	15.29386657
WWC3	18.53631457	10.63370024
OR52J3	0	0
WWC1	11.87570411	2.697036197
GPR101	0	0
CSNK1G3	11.6835919	7.073032846
GPR107	18.09786368	15.20437325
MFAP3L	0.696369453	1.293341359
SYPL1	52.14079156	53.57540093
BRICD5	2.654341604	0.808923876
LINC02056	0.020670217	0.023952187
LINC02052	0	0
MGMT	13.17197786	6.813720384
SETSIP	0.074403684	0.107771665
BPIFA4P	0	0
LOC105376599	0	0
RNF8	2.283576368	3.185520623
RNF6	12.39303167	14.4582884
RNF7	14.16273061	16.78501052
RNF4	10.74963855	11.37842866
RNF5	30.55826568	22.13763578
RNF2	11.88931778	6.652827196
APP	173.2853377	113.422228
LRRC69	0.282172806	0.147459569
ARHGAP27P1	1.474879149	0.948043005
LRRC63	0.360018498	0.351310669
LRRC61	6.95494217	2.657755661
LRRC66	0.071149781	0.111892061
C7orf34	0.091593918	0
C7orf33	0	0.014470376
C7orf31	1.000304884	1.45019036
RASSF1-AS1	0.085611328	0.34721575
EPM2A	0.86900336	0.99314007
LOC100505915	0.123655314	0.075415276
FAM118B	3.736869893	2.934348396
RECQL	13.73962101	10.6002818
MISP	26.82408913	3.717828236
LINC01506	0.096434813	0
LINC01505	0.019224829	0.011138652
LINC01504	0.213244651	0.45435096
LINC01503	2.185129775	1.4749979
LINC01502	0.006157406	0
LINC01500	0.014923422	0
MIR517A	0	0
MIR517B	0	0
MIR517C	0	0
LINC01508	0	0
ACTR8	8.520653713	7.146152003
ACTR6	11.12582405	5.744780919
ACTR5	4.943929002	4.323421069
XPNPEP3	1.935599327	2.439390371
ACTR3	16.19115617	16.25125159
ACTR2	76.25237677	82.91934085
GPANK1	5.209539065	4.714955376
GNRHR	0.164081784	0.090540151
ARRDC1-AS1	3.662152755	3.463845438
SPINK14	0	0.066642479
SPINK13	0.014402246	0.066756009
HYDIN	0.385722772	0.027621554
C1GALT1C1L	0.896513106	1.018082237
RAPGEFL1	1.157611756	2.888673147
GTDC1	0.881109945	1.509380147
ICOS	1.425533797	1.051867752
ABI3BP	2.884781222	8.832684143
GGCT	39.51254927	43.11171643
IDUA	5.381046485	2.801783094
OR5V1	0	0
LOC105371022	0.04945995	0.032750336
MIR422A	0	0
SPERT	0	0.018440366
GNRH2	0.22599102	0.285680031
MIR5689HG	0	0
GNRH1	1.132333705	0.578223732
A1BG-AS1	1.97353574	1.529269514
MIR671	21.64495619	18.44666983
MIR670	0	0
MIR675	12.62282203	18.28900803
MIR676	0	0
LOC403312	0	0.005723894
CEBPA-AS1	1.053880116	1.978899594
LOC100506321	0.270138866	0.256116193
LINC00364	0	0
LINC00365	0.203034202	0.039211919
LINC00367	0.010411476	0.012064587
LOC101927159	0.01585395	0
WNT8B	0.032023176	0.027830808
LOC101927151	1.151115156	0.887987373
GDE1	29.77320027	35.95579044
NPIPA8	0	0
UBA6-AS1	1.292001622	1.476056194
NPIPA5	0.901031061	1.005424555
MINCR	2.045836528	2.412505165
NPIPA7	0	0
NPIPA1	1.151787274	0.475140899
NPIPA2	0	0
NPIPA3	0.602761655	0.008954702
LOC105372824	12.15598919	10.72082346
HIPK3	14.61782758	18.98722772
HIPK2	5.508734853	7.046163543
HIPK1	12.43338476	14.6376614
HIPK4	0.089643998	0.023971724
LEMD3	9.141148728	6.400625475
LEMD2	6.787705707	6.849429147
LEMD1	0.015378115	0
NAPG	6.041683034	7.590227586
NAPB	3.463055075	1.976508458
NAPA	26.57711953	13.45899586
C3orf14	10.6258538	2.091972097
OSR2	2.769950119	6.205529276
LARP1	48.65598118	30.17840145
LARP4	12.06837935	13.04743406
LARP6	1.147714336	3.721731662
LARP7	12.86235236	6.281433113
GPATCH3	5.881786779	7.071051542
COL15A1	17.39111184	50.52685895
LOC105373191	0.019603753	0.147656553
LMLN	2.795344781	2.161709656
ATMIN	12.92013972	11.78639604
LOC105369423	0	0
LGR5	0.106260108	0.145519456
LGR4	3.064284626	5.918041324
LGR6	0.479613972	0.213756151
CDKN1C	3.726873626	12.12243698
CDKN1B	50.71869654	63.65075071
CDKN1A	23.98752207	32.83254246
FERD3L	0	0.030613889
LOC101928271	0	0
TMEM125	8.163967838	8.658822493
FOXJ1	34.78320812	3.501644642
FOXJ2	14.03469624	8.971775464
FOXJ3	13.54277927	13.33669434
TMEM121	1.269893864	2.6857899
TMEM123	83.54059088	41.63119942
USP27X-AS1	0.645233879	1.12602809
TMEM129	12.45766691	14.31612878
TMEM128	12.57653566	13.42287716
LOC105371849	0.290270166	0.504537908
LOC107987205	0.049223398	0.099818211
SLC35B1	6.35594319	13.60479352
SLC35B3	11.92359075	12.99163471
SLC35B4	3.061035485	3.425792761
IGFBP6	3.82054773	13.28149692
PELP1	9.709960751	8.960834638
SH3BP5-AS1	2.905043368	2.446975119
LOC101928894	0.053905113	0
LOC101928896	0.023581921	0.081978614
NOB1	11.74559941	12.68591005
S100A9	13.09875567	11.61311605
S100A8	2.487494139	1.772318964
EIF1	102.3734725	147.3225161
ERICH6B	0.120773123	0.053313983
BRWD3	3.998623605	2.412453533
S100A7	0.094635656	0
BRWD1	8.882932127	6.074646781
S100A1	6.361514981	11.15436737
S100A3	0.300984327	0.882192897
S100A2	2.222780383	0.537647873
LONRF3	0.292892008	0.533337729
LONRF2	5.383258463	1.738090183
LONRF1	4.853868617	3.935809846
TCFL5	7.287863584	4.727155061
EIF5	19.85450497	27.0545427
LINC01148	0	0
FAM60A	12.36642817	3.159813481
EVPLL	0.015684821	0.009087611
LRRIQ1	0.717929119	0.1995572
LRRIQ3	0.175664983	0.098423006
LRRIQ4	0.166583618	0.042896308
ADAT1	5.536825775	6.105853433
ADAT3	0.272103951	0.253998111
ADAT2	0.473666296	0.628064727
RBAKDN	0	0
TUSC5	2.275747163	56.02716218
BRI3BP	6.775502989	7.370910772
TUSC1	8.371719777	4.525842727
TUSC2	13.0220131	15.15476559
TUSC3	12.5296879	9.113147108
RPGR	2.937578377	1.135581121
TUSC8	1.292833728	0.117498583
GNG10	3.118554813	4.664973516
GNG11	7.11197538	19.80453045
GNG12	26.23210634	34.09262186
GNG13	0.56704454	4.798664831
URB2	5.282943631	4.577442102
URB1	4.785823352	4.820866096
NT5C1B	0.127225261	0.083541286
RIMBP3B	0.005539144	0.003209318
RIMBP3C	0.002769572	0.009627955
SEC24D	10.97160512	17.01144667
SEC24A	7.854194333	10.0372402
SEC24C	14.6183128	17.11776284
SEC24B	11.89310955	13.75894565
C16orf96	0.044227667	0.030750022
C16orf95	0.184285964	0.245578442
C16orf92	0.106150368	0.052716293
C16orf90	0.017557879	0.020345679
C16orf91	11.26149383	15.7373345
PMEL	1.573363266	0.843785007
ZNF699	1.050056132	1.092399539
ZNF691	6.411178344	3.849290524
ZNF692	11.24920642	5.385675711
ZNF695	1.305481572	0.187791266
ITGB2-AS1	0.859975969	0.843828269
ZNF697	2.569273891	2.82952252
ZNF696	1.786912405	1.626229302
TRIM39-RPP21	0.009934334	0.011511686
COPZ1	65.90788379	41.7573128
COPZ2	8.285127568	11.4424164
RUVBL1	9.656920306	8.931044195
RUVBL2	28.79207475	14.1510148
SNORD58A	0	0
SNORD58B	0	0
MIR6875	17.93784825	13.9722607
SHB	6.257809667	2.442950917
SHD	0.012030051	0.055760623
SHE	1.099706458	3.384247343
SHF	1.454509166	0.848731594
SHH	0.016780704	0
PHEX	0.384037342	0.675193535
DYNC2H1	2.750962141	1.936793541
MIR8069-1	0.642084956	0.035430179
MIR8069-2	0	0
NUDCD2	2.461603877	2.50918311
NUDCD3	14.24485126	10.62274391
NUDCD1	5.012669551	4.453531148
PGAM1P8	0.179569214	0.099878787
OR1D5	0	0
OR1D4	0	0
GMNC	0	0.005150602
OR1D2	0	0
GMNN	9.47161752	4.375956175
MPLKIP	2.081556586	1.338898502
TIMMDC1	18.08500095	16.20540031
ZNF343	3.994903337	2.498167166
ZNF341	1.381908335	1.274596942
ZNF347	3.179437439	1.862515327
ZNF346	4.329894286	2.433431768
ZNF345	1.480987428	0.901487917
SERPINA13P	0	0
RBM5-AS1	0.390377771	0.12722655
NUDT12	3.378504643	6.805615406
NUDT13	1.348098245	1.531058742
NUDT10	0.353969912	0.219394568
DLL3	0.083959925	0.044903488
DLL4	2.340757431	4.583903284
NUDT17	2.408173794	2.246619714
NUTM1	0.004029608	0
NUDT15	10.46892283	8.825204903
FRMD6-AS1	0.61443123	0.281279695
NUDT18	4.9107067	7.352912129
FRMD6-AS2	0.018438645	0
STX8	5.033545074	4.940995765
IFI6	107.3135516	431.9269317
STX3	9.675965808	8.909061357
STX2	4.400774063	3.799641604
STX5	21.02105164	14.75760341
STX4	13.12274907	13.76979382
STX7	2.878744233	4.020924204
RESP18	0.029663574	0
LOC285626	0	0.019691345
RPS3A	127.0104019	139.510407
LGI4	0.373085551	1.63850504
LGI1	0.017535118	0.005079826
LGI2	0.662861819	0.999761592
LGI3	0.011237198	0.021702358
DRG2	3.118818005	2.561801271
DRG1	17.9805059	20.09360623
LRSAM1	5.434652182	3.595396083
LMO7DN	0.02897727	0.134312862
OC90	0	0
PHYKPL	5.155784774	4.248779259
GNPTG	13.22321426	23.03191361
DRGX	0.005850601	0.006779546
TCP11	0.020457637	0.165940982
TCP10	0	0
LOC102724301	1.325502342	0.449550029
TBC1D22B	5.83632104	4.838798353
TBC1D22A	5.427178296	4.34987935
LINC00163	0.00784605	0.009091828
LINC00160	0.219587496	1.130902671
LINC00161	0.058304266	0
NKTR	8.49698345	5.201891648
FOXL2	0	0
KCNIP2-AS1	0.15913635	0.714564179
TMEM140	13.50904554	19.55900569
KIF2A	12.2791911	10.34639141
KIF2C	9.367701349	6.330340913
KIF2B	0	0
ENSA	49.050202	109.7886613
BRCA1	4.174233062	3.089630722
BRCA2	2.800818561	1.106320534
MIRLET7DHG	0.102551856	0.103980456
KIF25	0.054406198	0.231163865
KIF24	6.020809805	0.805618298
KIF27	2.046094072	0.991079977
MAATS1	3.595320348	0.311567187
KIF23	9.529277788	4.522617574
KIF22	31.45590879	17.929856
JKAMP	8.450231643	14.67439807
MIR3155A	0.206198014	0
FAM208A	15.15442065	9.710685608
FAM208B	9.055780319	7.939052831
LINC00836	0.005440231	0
LINC00837	0	0
LINC00838	0	0
LINC00839	0.086820217	0.251513335
SMURF1	8.863623382	9.228263098
EMSY	3.370741675	1.903917308
SMURF2	4.809410951	6.98881523
MIR6782	0	0.567909819
MIR6783	0	0
MIR6781	0.528382412	0
MIR6786	0	0
SECISBP2L	6.781565645	10.24803356
MIR6784	0.504723498	0
MIR6785	11.14293698	14.15140317
TFRC	17.66929009	12.65451698
TFR2	1.422094579	0.587980078
DNAJC25-GNG10	0	0.013531001
LOC101928443	0	0
YTHDF3-AS1	0.612275998	0.927796961
CAAP1	5.03207988	4.212406079
YY2	0.598357901	0.757696538
LYZ	65.96512944	194.3405753
SNORD89	0.44495361	1.203072117
SNORD87	0	0
SNORD86	0	0
NPHP3-AS1	0.009726694	0.003757026
SNORD84	0	0
SNORD82	0.483092491	0
NOL4L	8.634869224	4.425404809
LOC643542	0.016959115	0.006550615
SUSD6	29.08042784	17.643682
SUSD4	4.304241271	1.297872887
SUSD5	1.269468287	0.747252747
FAM106A	0	0.077306444
CCDC38	0.025541144	0.062892581
CCDC33	0.270414859	0
CCDC30	0.986647727	0.285826354
CCDC36	0.246008994	0.692312236
CCDC34	4.225926948	1.784511701
LINC02151	0	0
LINC02150	0.007975584	0.018483857
LINC02153	0	0
LINC02154	0.162892458	0.025167487
LINC02159	0.007278621	0.05904013
LINC02158	0.094248814	0.131056112
MLNR	0.027293361	0.01581347
SARS2	1.941490559	1.406855523
NECAP1	10.9221922	9.761078159
NECAP2	13.32523604	10.24582257
PRAMENP	0	0.01934145
KYNU	0.267073292	0.3651402
UVRAG	8.004261528	8.136971123
COPG2	33.95945295	14.73608667
COPG1	54.82854133	64.37979722
PDZK1	5.14746737	10.7049856
GTPBP4	10.12425945	7.783230126
GTPBP6	13.78215285	10.90697249
GTPBP1	7.938547805	6.363010166
GTPBP3	5.282891407	4.552363608
GTPBP2	12.42521409	9.550685832
GTPBP8	1.943475539	2.180399847
LOC105372257	0	0.076088888
CTCFL	0.001893844	0
TMEM92-AS1	0.225443163	0.574724737
TMEM89	0.051082288	0.118386035
TMEM88	1.198069378	5.105347016
PLK1	8.812885811	8.273467736
PLK3	5.924444131	3.463531645
PLK2	60.44836642	11.74422737
PLK5	0.057486569	0.233149548
PLK4	8.8766359	2.386817775
MIR378D2	0.053450697	0.123874955
MIR378D1	0	0
GPR75-ASB3	0.007225742	0.008373029
KIAA0391	0.743458725	0.895177817
LINC01716	0	0
LINC01714	0	0.078844623
CWC15	12.72102689	10.57788665
LINC01711	1.661098793	0.749676199
GPT	0.588966172	2.324700518
LINC01718	0	0
LINC01719	0.385216144	0.167392459
SMS	42.66981524	30.90415372
TXNRD3NB	0	0
LOC101927692	0.07821304	0.04119615
LOC101927690	0	0
LOC101927694	0	0
ANKK1	1.204012271	0.226245829
PCGF1	6.257784246	3.808279255
POLG	10.93639171	8.924491356
PCGF3	13.76569613	8.810862707
PCGF2	21.49286886	19.46453889
PCGF5	6.966047153	11.4830463
CX3CR1	1.198148682	1.393748585
PCGF6	4.10896694	3.291725285
LOC613038	0.024984466	0.007237861
MAGED1	30.50846321	37.97099238
MAGED2	364.3610092	280.1449882
MAGED4	0	0
ATP8B3	0.388113229	0.494431325
ATP8B2	10.2829414	10.18198855
ATP8B1	26.43754886	22.06998129
ATP8B4	0.259983023	0.837040824
STC1	34.87196568	32.75870557
STC2	41.89534489	39.85720486
LOC105374366	2.484148592	2.367860965
DPPA2	0	0
DPPA3	0.031340569	0
DPPA4	0.003384355	0.047060582
DPPA5	0	0
LY75-CD302	0.008977825	0.006935536
TLR10	0.280667916	0.380985743
LINC00449	0.232682163	0.449378183
ZBTB38	6.912071572	6.717275961
LINC00441	0.207100018	0.23998289
NEUROG2	0.007393195	0
NEUROG1	0	0
LINC00442	0	0
LINC00445	0	0.103666078
ZBTB34	2.597920186	2.980752833
ZBTB37	2.209085859	2.12900533
SMC1A	23.58508781	18.02867207
SMC1B	1.538558145	0.055282075
MDK	52.00283878	57.51173088
SGTB	1.703178381	2.409911684
NDUFV1	19.74934204	13.15468627
SGTA	22.56210971	19.53618743
TRIM48	0	0
TRIM49	0	0
TRIM46	3.256318347	1.880191179
TRIM47	8.653228962	14.42340921
TRIM44	12.66986436	8.788857193
TRIM45	7.827027379	1.552000804
TRIM42	0	0
TRIM43	0	0
TRIM40	0	0
TRIM41	5.34861834	2.843363847
IVD	12.4825391	14.08360717
IVL	0	0.009100273
NEB	0.047018031	0.087814498
NES	11.67574925	18.77504958
AURKAIP1	21.99387833	32.22437368
AFMID	5.814295001	4.196401819
MIR3156-3	0	0
MIR3156-2	0	0
MIR3156-1	0	0
PFDN1	29.87958427	21.79209057
PFDN2	50.00042962	53.54039028
PFDN5	79.24360512	57.57295007
PFDN4	6.771856008	5.982031356
MTHFR	3.530964355	4.335219171
MTHFS	1.511697875	1.271798046
GAGE12H	0	0
GAGE12J	0	0
DTNB	5.860859714	1.677980398
DTNA	0.364020937	1.234441939
MEIKIN	0.008488071	0
GAGE12B	0	0
GAGE12C	0	0
GAGE12D	0	0
GAGE12E	0	0
GAGE12F	0	0
GAGE12G	0	0
PDE4DIP	1.796534632	4.371392444
LACTBL1	0	0
LATS2	5.1076335	7.284985892
LATS1	5.675204915	4.810379494
DDOST	67.96228964	97.87083578
LOC101929592	0	0.041775882
LOC401463	0.064692386	0.211262453
LOC730338	0	0
MCOLN1	6.09055561	10.21742405
MCOLN3	0.788863852	0.727744321
MCOLN2	1.105274075	1.548304981
NEXN-AS1	0.022131201	0.11112895
CCDC144NL	0.014762722	0.034213426
MAJIN	0	0
PHYHIPL	0.132192424	0.057443114
PPP4R3A	15.63554342	13.75677965
PPP4R3B	17.67987999	14.53073678
RTN4R	1.331795861	0.539845992
NR5A2	0.402630334	1.083453831
LOC101929796	1.566919715	0.575908549
F2	0.019892044	0
DLX4	0.635682902	0.193563116
MON2	5.743774841	4.112133081
OCSTAMP	0	0
TRIOBP	2.37776403	1.81712116
LOC107985210	0.12649554	0.195440287
HMGN5	2.428459563	1.759791748
HMGN4	39.47024913	29.62001866
HMGN3	30.84836173	25.29298954
HMGN2	104.5898131	66.85321672
HMGN1	62.25426021	27.25800166
MX2	1.635486727	4.281392342
MX1	21.96540144	14.92888983
NACA	63.95834684	48.89608212
CHL1	0.440489444	2.25646118
CRIPT	7.480293922	6.281047122
EFTUD2	9.905375	13.12487489
CBY1	9.231839895	5.849495327
CBY3	0.581557203	0.024959094
FAM89B	12.47823266	12.96785848
ERLIN1	11.50180499	7.445433042
ERLIN2	9.383142615	9.208492101
CAHM	0.094354002	0.546676584
CRIP1	3.402059796	1.395549824
CRIP3	0.062035929	0.055911219
CRIP2	32.12460198	15.26276719
NUDT16L1	14.37363684	13.036661
PLP1	0.461791276	1.23462922
PLP2	91.82534441	48.00947099
HIST1H2BN	0.685343921	0.633182639
CLEC5A	1.334968594	0.616874677
CXADRP3	3.528675587	0
C10orf11	0.963975718	0.674998912
SYNJ2-IT1	0	0
FAM41C	0	0
TNFAIP8	2.769559026	2.839549097
NEMP2	1.708714661	1.015549211
LOC103344931	1.524415059	0.938719948
FABP12	0	0
C21orf91-OT1	0	0.058896459
PGM5P2	0.239106384	0.405711333
CPSF7	17.45727869	10.8806102
CPSF6	19.60791122	10.37142346
CPSF4	6.357497183	4.978898793
CPSF3	14.12234828	12.08115508
CPSF2	4.660181298	5.287702015
IFT81	6.591919452	1.778883263
MAD1L1	3.512610271	2.487727786
APOBR	3.629563574	2.779792763
TTLL5	3.644658334	2.579693083
TTLL4	6.978910652	2.452616655
TTLL7	0.673571054	1.40493445
TTLL6	0.043124796	0.015376016
TTLL1	5.732752803	2.86779847
TTLL3	5.128750383	1.591626854
TTLL2	0.005502192	0.03187909
TTLL9	1.289877335	0.04960225
TTLL8	0	0
AKR1C8P	0	0.017635363
FAM126A	0.969083737	1.809426723
FAM126B	2.070962072	2.655211156
HEPACAM2	1.477683234	0.039454065
MIR3909	0	0.164646124
MIR3908	0	0
MIR3907	0	0
MRPL23-AS1	0	0.041775882
LINC01158	0	0
LINC01159	0	0
LINC01151	0	0
LINC01152	0.130419346	0.082876116
LINC01153	0	0
DBF4	4.497303324	3.146490538
LOC100505501	0.242516311	0.281022501
NOA1	8.67444555	7.234738723
MIR4674	0	0
MIR4675	0	0
MIR4676	0	0
MIR4677	0.42270593	0
MIR4670	0	0
MIR4671	0.231619688	0
MIR4672	0	0
MIR4673	0	0
CCNE2	2.718699953	2.201247908
CCNE1	2.082033913	2.497132882
GCC2	5.48671151	4.024198205
GCC1	7.286104214	9.00086388
TBC1D8B	1.396713269	1.177263968
DEFB106B	0	0
CYTL1	0.505729926	3.711514323
OR6A2	0.029227722	0
C6orf48	39.12083529	26.59889675
C6orf47	13.11669309	12.34945716
FOXL2NB	0	0.0042901
LINC00282	0.37474291	0.047200407
LINC00280	0	0
SPATA5L1	2.799837279	2.801449451
LOC105378137	0	0
LRRC2-AS1	0.022083026	0
BOLA2-SMG1P6	1.591474288	1.353115125
MIR204	0	0
MIR205	8.194583401	3.274763671
MIR206	0	0
LOC102724532	0.31954438	1.270840662
DAB2IP	9.721029801	5.373596753
STAG3L5P	4.649162222	1.544232674
FAM192A	13.45035293	10.67309883
TRDN	0.015141705	0.108199535
GOLGA6L7P	0.006392528	0.059260155
LOC101927798	0	0
FAM229A	0.766665236	0.544055611
FAM229B	4.035902467	3.328402654
TTPA	0.318489189	0.426467231
KLKB1	0.017177349	0.126063287
MIR642A	0.697246894	0
PRAG1	15.6670126	7.786814888
ZGRF1	1.290917812	0.690905997
MCC	5.703737186	2.729439279
MCU	6.908020135	4.304989458
NISCH	15.88204137	8.499305749
UNC5B-AS1	0.239154699	0.027712714
RLN1	0.322207787	0.142235127
RLN2	0.515979069	0.490588764
RLN3	0	0
MIR1291	0.150966403	0.524809521
MIR1290	0	0.251190882
MIR1293	0	0
MIR1292	22.37412713	18.38058331
ZNF354A	6.684118196	5.298789396
MIR1294	0	0
C1RL	18.3279356	9.815982566
ZNF354B	3.886640122	2.027210891
MIR1299	0	0
MIR1298	0	0
VIL1	0.009773548	0.005662685
SRGAP2-AS1	0.006382875	0
MDM1	5.217826745	2.040364963
MDM2	7.568133589	7.020551419
MDM4	7.706088842	4.275265155
LOC105376421	0	0.051560234
LOC105371430	0.012780225	0.074047199
LOC102724889	1.330969108	3.341644294
SHANK2	3.172793809	2.779275073
CPB2	0.057413369	0.011088222
CPB1	0.15713424	0.80048099
TPTE2	0.081325146	0.02570121
LOC101928994	0	0.020272001
MIER3	7.531397685	5.759214571
SYNGR3	0.860243646	0.120307212
CRP	0	0
WDR90	8.956518275	4.359761845
CRX	0	0.003270387
CRK	17.10253722	19.77492539
CRH	0	0.012697919
RTN4IP1	2.261284001	2.392039612
ROMO1	32.39541171	30.1429058
CR2	0.020767538	0.224606299
ASPSCR1	2.680829869	2.275606243
CR1	0.147476992	0.121334069
GPD1L	38.85866422	32.68609578
ARNTL2	1.523024659	1.495490436
RPPH1	0	0
CD63	220.3208164	190.4669886
CD69	3.815100128	4.635323261
CD68	0.579313746	0.537036695
ZNF705G	0	0
CELA1	0	0
SHCBP1	2.369959238	2.030032431
OR7A10	0	0
OR7A17	0	0
GABPA	7.325137938	7.982956338
PSCA	1.218006876	0.844616873
AOX1	1.950716349	7.59242072
TIMM9	13.13206422	13.78033177
MAPKAPK5-AS1	8.239996813	4.286479159
PAEP	0.023257548	0.390779762
NOC4L	14.96658156	10.40962745
LOC101927062	0	0
PKN1	28.21098628	23.25113548
PKN3	4.022907989	5.126080232
PKN2	11.25254584	10.97110866
LPP	8.515368327	9.506023065
LOC105373463	0.088524802	0
CCDC13-AS1	0.140641529	0.162972273
MIR564	2.504117549	2.409685612
MIR567	0.345066065	0
MIR566	0	0.208434987
MIR561	0	0
MIR563	0.214028319	0
MIR562	0	0
MIR569	0	0
MIR568	10.49337889	13.8982314
KCNE2	0.289579704	0.242347815
KCNE3	1.218570262	2.616292735
KCNE1	0.236768594	0.092597234
KCNE4	3.747363916	4.480139212
KCNE5	0.022957552	0.159616202
HEXA-AS1	0.233783549	0.065895366
GOLGA2P5	4.884053181	0.715264717
TRG-AS1	0.438058445	0.545564699
LOC101928565	0	0.010665699
DNASE2	35.68494429	34.18298886
DNASE1	2.202812149	1.517629019
CSNK1D	14.99563089	13.4789975
ISCU	15.29702197	15.95591189
IL36RN	0.025626307	0
EHBP1L1	8.800857239	7.191364543
UMODL1	0.397266908	0.037688986
ADAMTS20	0.018677975	0.051403602
CTB-113P19.1	0.077171324	0.169906384
C9orf69	10.88380639	10.91570835
LOC388820	0	0
LOC101928389	0.010880462	0
GLIS2	12.36809742	7.830140824
GLIS3	1.157156568	0.895054964
LOC101928386	0	0.037462502
GLIS1	0.53771779	0.849675549
LOC101928380	0	0
BCHE	0.246875624	0.794649934
DCP1B	5.81828253	3.48157429
DCP1A	9.871187273	7.783432555
FAM21EP	0.198998476	0.099924501
ZNF324B	1.89914391	1.614159317
LOC101929384	0	0.025611619
G6PD	11.13691654	43.21634484
G6PC	0.005129926	0
SIGLEC17P	1.661160145	0.885117344
SMIM3	14.28354514	18.5426696
NKX2-1-AS1	0	0
SMIM1	1.52422264	2.115374783
SMIM7	9.378173417	9.01533254
SMIM6	0.731756121	0.072165336
SMIM5	0.439475385	0.130185307
SMIM4	3.10642875	2.69974535
SMIM9	0.013802643	0
PPIAL4E	0	0
KRTAP19-7	0	0
CRELD1	9.72962087	5.217164135
PPIAL4G	0.004384916	0.010162287
